ITEM,CÓDIGO,DESCRIÇÃO,FONTE,UND,QUANTIDADE,"PREÇO UNITÁRIO R$","PREÇO TOTAL R$"
20.5.4,FNDE 25,"ELETROCALHA LISA OU PERFURADA EM AÇO GALVANIZADO, LARGURA 50MM E ALTURA 50MM, INCLUSIVE EMENDA E FIXAÇÃO - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"25,40","R$ 115,87","R$ 2.943,10"
20.5.5,FNDE 312,"ELETROCALHA LISA OU PERFURADA EM AÇO GALVANIZADO, LARGURA 100MM E ALTURA 50MM, INCLUSIVE EMENDA E FIXAÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_04/2023",PRÓPRIA,M,"113,40","R$ 146,87","R$ 16.655,06"
20.5.6,FNDE 234,"ELETRODUTO RIGIDO, EM ACO ZINCADO OU GALVANIZADO, TIPO PESADO, DN=3/4"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"3,70","R$ 30,23","R$ 111,85"
20.5.7,FNDE 90,"ELETRODUTO RIGIDO, EM ACO ZINCADO OU GALVANIZADO, TIPO PESADO, DN=1"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"32,40","R$ 35,01","R$ 1.134,32"
20.5.8,FNDE 91,"ELETRODUTO EM ACO ZINCADO OU GALVANIZADO DN=1 1/2"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"128,90","R$ 49,40","R$ 6.367,66"
20.5.9,FNDE 92,"ELETRODUTO EM ACO ZINCADO OU GALVANIZADO DN=1 1/4"", APARENTE - FORNECIMENTO E INSTALAÇÃO.",PRÓPRIA,M,"33,10","R$ 42,78","R$ 1.416,02"
20.5.10,FNDE 93,"ELETRODUTO FLEXIVEL, EM ACO GALVANIZADO, REVESTIDO EXTERNAMENTE COM PVC PRETO, DIAMETRO EXTERNO DE 75 MM (2 1/2""), TIPO SEALTUBO",PRÓPRIA,M,"39,85","R$ 59,25","R$ 2.361,11"
21,SISTEMA DE EXAUSTÃO MECÂNICA,,,,,,"R$ 9.655,43"
21.1,FNDE 619,DUTO DE ALONGAMENTO PARA EXAUSTOR,PRÓPRIA,M,"6,00","R$ 121,94","R$ 731,64"
21.2,FNDE 45,COIFA EM AÇO INOX 100CM X 150CM COM VENTILADOR DE TELHADO,PRÓPRIA,UN,"1,00","R$ 8.923,79","R$ 8.923,79"
22,SISTEMA DE PROTEÇÃO CONTRA DESCARGAS ATMOSFÉRICAS (SPDA),,,,,,"R$ 54.024,41"
22.1,96989,CAPTOR TIPO FRANKLIN PARA SPDA - FORNECIMENTO E INSTALAÇÃO. AF_08/2023,SINAPI,UN,"1,00","R$ 113,31","R$ 113,31"
22.2,92884,"ARMAÇÃO UTILIZANDO AÇO CA-25 DE 10,0 MM - MONTAGEM. AF_06/2022",SINAPI,KG,"45,00","R$ 13,24","R$ 595,80"
22.3,104753,"CONECTOR SPLIT-BOLT, PARA SPDA, PARA CABOS ATÉ 50 MM2 - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",SINAPI,UN,"25,00","R$ 25,46","R$ 636,50"
22.4,101663,"ABRAÇADEIRA DE FIXAÇÃO DE BRAÇOS DE LUMINÁRIAS DE 2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2020",SINAPI,UN,"6,00","R$ 29,78","R$ 178,68"
22.5,FNDE 68,CONJUNTO DE ESTAIAMENTO PARA MASTRO DE SPDA,PRÓPRIA,UN,"1,00","R$ 338,22","R$ 338,22"
22.6,98463,SUPORTE ISOLADOR PARA FIXAÇÃO DA CORDOALHA DE COBRE EM ALVENARIA OU CONCRETO - FORNECIMENTO E INSTALAÇÃO. AF_08/2023,SINAPI,UN,"150,00","R$ 26,36","R$ 3.954,00"
22.7,FNDE 69,CAIXA DE EQUALIZAÇÃO DE ATERRAMENTO ELÉTRICO,PRÓPRIA,UN,"1,00","R$ 312,55","R$ 312,55"
22.8,93358,ESCAVAÇÃO MANUAL DE VALA. AF_09/2024,SINAPI,M3,"43,95","R$ 93,94","R$ 4.128,66"
22.9,93382,"REATERRO MANUAL DE VALAS, COM COMPACTADOR DE SOLOS DE PERCUSSÃO. AF_08/2023",SINAPI,M3,"43,95","R$ 27,15","R$ 1.193,24"
22.10,96985,"HASTE DE ATERRAMENTO, DIÂMETRO 5/8"", COM 3 METROS - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",SINAPI,UN,"15,00","R$ 74,30","R$ 1.114,50"
22.11,96973,"CORDOALHA DE COBRE NU 35 MM², NÃO ENTERRADA, COM ISOLADOR - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",SINAPI,M,"50,00","R$ 80,88","R$ 4.044,00"
22.12,96977,"CORDOALHA DE COBRE NU 50 MM², ENTERRADA - FORNECIMENTO E INSTALAÇÃO. AF_08/2023",SINAPI,M,"470,00","R$ 71,98","R$ 33.830,60"
22.13,98111,"CAIXA DE INSPEÇÃO PARA ATERRAMENTO, CIRCULAR, EM POLIETILENO, DIÂMETRO INTERNO = 0,3 M. AF_12/2020",SINAPI,UN,"15,00","R$ 67,47","R$ 1.012,05"
22.14,FNDE 70,TERMINAL A COMPRESSÃO,PRÓPRIA,UN,"25,00","R$ 16,84","R$ 421,00"
22.15,FNDE 71,SOLDA EXOTÉRMICA PARA SPDA - FORNECIMENTO E INSTALAÇÃO.,PRÓPRIA,UN,"30,00","R$ 71,71","R$ 2.151,30"
23,SERVIÇOS COMPLEMENTARES,,,,,,"R$ 168.691,76"
23.1,FNDE 39,CONJUNTO DE MASTRO P/ TRÊS BANDEIRAS E PEDESTAL,PRÓPRIA,UN,"1,00","R$ 23.780,01","R$ 23.780,01"
23.2,FNDE 40,"BANCADA DE GRANITO CINZA ANDORINHA, INCLUSIVE PASSA PRATOS, ESPESSURA 2 CM - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,M2,"61,78","R$ 610,25","R$ 37.701,25"
23.3,FNDE 47,"PRATELEIRA DE GRANITO CINZA ANDORINHA, ESPESSURA 2 CM - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,M2,"27,71","R$ 552,64","R$ 15.313,65"
23.4,FNDE 48,"ESCANINHOS E PRATELERIAS EM MDF, REVESTIDOS EM LAMINADO MELAMÍNICO",PRÓPRIA,M2,"131,25","R$ 190,83","R$ 25.046,44"
23.5,FNDE 311,"PEITORIL LINEAR EM GRANITO OU MÁRMORE, L = 24CM, COMPRIMENTO DE ATÉ 2M, ASSENTADO COM ARGAMASSA 1:6 COM ADITIVO.",PRÓPRIA,M,"85,38","R$ 160,33","R$ 13.688,98"
23.6,100861,"SUPORTE MÃO FRANCESA EM AÇO, ABAS IGUAIS 30 CM, CAPACIDADE MINIMA 60 KG, BRANCO - FORNECIMENTO E INSTALAÇÃO. AF_01/2020",SINAPI,UN,"87,00","R$ 38,40","R$ 3.340,80"
23.7,FNDE 126,"TUBO AÇO GALVANIZADO D=3"" P/BICICLETÁRIO, DIMENSÃO: H=75CM, L=150 CM, FIXADO EM BASE DE CONCRETO, PINTADO C/ESMALTE SINTETICO, EXCETO BASE DE CONCRETO E PINTURA DE ACABAMENTO",PRÓPRIA,UN,"6,00","R$ 625,69","R$ 3.754,14"
23.8,FNDE 72,"BANCO EM ALVENARIA, TAMPO EM CONCRETO, C/ENCOSTO H=80cm (PINTADO)",PRÓPRIA,M,"53,00","R$ 308,30","R$ 16.339,90"
23.9,FNDE 73,BANCO EM ALVENARIA REVESTIDO EM CERÂMICA,PRÓPRIA,M,"24,00","R$ 640,04","R$ 15.360,96"
23.10,FNDE 128,"PORTA OBJETO EM GRANITO CINZA ANDORINHA, ESPESSURA 2 CM - FORNECIMENTO E INSTALAÇÃO",PRÓPRIA,M2,"0,97","R$ 552,64","R$ 536,06"
23.11,FNDE 325,POSTE OFICIAL COMPLETO PARA REDE DE VOLEI,PRÓPRIA,CJ,"1,00","R$ 2.739,54","R$ 2.739,54"
23.12,FNDE 326,TABELA DE BASQUETE OFICIAL COMPLETA,PRÓPRIA,CJ,"1,00","R$ 6.771,97","R$ 6.771,97"
23.13,FNDE 327,TRAVE OFICIAL COMPLETA PARA FUTEBOL DE SALÃO,PRÓPRIA,CJ,"1,00","R$ 4.318,06","R$ 4.318,06"
24,SERVIÇOS FINAIS,,,,,,"R$ 9.531,42"
24.1,99803,LIMPEZA DE PISO CERÂMICO OU PORCELANATO COM PANO ÚMIDO. AF_04/2019,SINAPI,M2,"2.935,25","R$ 2,30","R$ 6.751,08"
24.2,103689,FORNECIMENTO E INSTALAÇÃO DE PLACA DE OBRA COM CHAPA GALVANIZADA E ESTRUTURA DE MADEIRA. AF_03/2022_PS,SINAPI,M2,"6,00","R$ 463,39","R$ 2.780,34"
,,,,,VALOR BDI TOTAL:,,"R$ 1.675.670,59"
,,,,,VALOR ORÇAMENTO:,,"R$ 6.702.682,36"
,,,,,VALOR TOTAL:,,"R$ 8.378.352,95"
